»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.51.0
»»»  Vision Version:	5.51.3 (R)
»»»  Vision Compiled:	8/27/25
»»»  Driver Version:	5.51.0
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF20724-485 (500V)
»»»  Tester S/N:	PMF20724-485
»»»  Internal Amp Type:	500V Rev D Slow
»»»  Internal Amp S/N:	  iAB5-000/D   
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	3/12/2026 - 12:49:55
Configured:	03/09/26 06:20:57 PM
Executed:	03/12/26 12:49:33 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	3.14e-06
Sample Thickness (microns):	8.00e-02

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF20724-485 (500V)
Tester Serial Number:	PMF20724-485
Return Signal Amp. Level:	100.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	'
Volts:	0.75
Field:	93.75 (kV/cm)
DCBias:	0.25
DCField:	31.25 (kV/cm)
Hysteresis Period (ms):	2.00e+00
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (uC/cm2)	Capacitance (uF)	Normalized Capacitance (uF/cm2)	Dielectric Constant	Instantaneous Current (mA)
1798	1.7970e+00	-0.3598	-14.490761	0.000035	11.230264	1.014644	0.000115
1799	1.7980e+00	-0.3584	-14.472025	0.000018	5.734603	0.518116	0.000059
1800	1.7990e+00	-0.3558	-14.454070	0.000017	5.495661	0.496528	0.000056
1801	1.8000e+00	-0.3492	-14.436115	0.000017	5.495661	0.496528	0.000056
1802	1.8010e+00	-0.3490	-14.411394	0.000024	7.566490	0.683626	0.000078
1803	1.8020e+00	-0.3413	-14.388494	0.000022	7.008959	0.633253	0.000072
1804	1.8030e+00	-0.3426	-14.372881	-0.000015	-4.778836	-0.431764	0.000049
1805	1.8040e+00	-0.3398	-14.346078	0.000026	8.203668	0.741194	0.000084
1806	1.8050e+00	-0.3370	-14.324739	0.000021	6.531076	0.590077	0.000067
1807	1.8060e+00	-0.3327	-14.303922	0.000020	6.371781	0.575685	0.000065
1808	1.8070e+00	-0.3308	-14.283104	0.000020	6.371781	0.575685	0.000065
1809	1.8080e+00	-0.3299	-14.264108	0.000018	5.814250	0.525312	0.000060
1810	1.8090e+00	-0.3265	-14.240167	0.000023	7.327548	0.662037	0.000075
1811	1.8100e+00	-0.3197	-14.216227	0.000023	7.327548	0.662037	0.000075
1812	1.8110e+00	-0.3187	-14.192026	0.000023	7.407195	0.669234	0.000076
1813	1.8120e+00	-0.3181	-14.162881	0.000028	8.920493	0.805959	0.000092
1814	1.8130e+00	-0.3165	-14.141022	0.000021	6.690370	0.604469	0.000069
1815	1.8140e+00	-0.3104	-14.116561	0.000024	7.486843	0.676430	0.000077
1816	1.8150e+00	-0.3083	-14.092100	0.000024	7.486843	0.676430	0.000077
1817	1.8160e+00	-0.3035	-14.067379	0.000024	7.566490	0.683626	0.000078
1818	1.8170e+00	-0.2997	-14.045000	0.000022	6.849665	0.618861	0.000070
1819	1.8180e+00	-0.2988	-14.021320	0.000023	7.247901	0.654841	0.000074
1820	1.8190e+00	-0.2975	-13.991394	0.000029	9.159435	0.827547	0.000094
1821	1.8200e+00	-0.2938	-13.971617	0.000019	6.053192	0.546901	0.000062
1822	1.8210e+00	-0.2876	-13.947416	0.000023	7.407195	0.669234	0.000076
1823	1.8220e+00	-0.2827	-13.926599	0.000020	6.371781	0.575685	0.000065
1824	1.8230e+00	-0.2806	-13.904220	0.000022	6.849665	0.618861	0.000070
1825	1.8240e+00	-0.2802	-13.880019	0.000023	7.407195	0.669234	0.000076
1826	1.8250e+00	-0.2768	-13.850614	0.000028	9.000141	0.813155	0.000092
1827	1.8260e+00	-0.2719	-13.814182	0.000035	11.150617	1.007448	0.000114
1828	1.8270e+00	-0.2695	-13.790762	0.000023	7.168254	0.647645	0.000074
1829	1.8280e+00	-0.2667	-13.765521	0.000024	7.725784	0.698018	0.000079
1830	1.8290e+00	-0.2650	-13.736116	0.000028	9.000141	0.813155	0.000092
1831	1.8300e+00	-0.2631	-13.706450	0.000029	9.079788	0.820351	0.000093
1832	1.8310e+00	-0.2589	-13.679127	0.000026	8.362963	0.755586	0.000086
1833	1.8320e+00	-0.2590	-13.653365	-0.000025	-7.885079	-0.712410	0.000081
1834	1.8330e+00	-0.2533	-13.623699	0.000029	9.079788	0.820351	0.000093
1835	1.8340e+00	-0.2493	-13.595856	0.000027	8.522257	0.769978	0.000087
1836	1.8350e+00	-0.2477	-13.565930	0.000029	9.159435	0.827547	0.000094
1837	1.8360e+00	-0.2448	-13.545372	0.000020	6.292134	0.568489	0.000065
1838	1.8370e+00	-0.2419	-13.515707	0.000029	9.079788	0.820351	0.000093
1839	1.8380e+00	-0.2362	-13.488123	0.000027	8.442610	0.762782	0.000087
1840	1.8390e+00	-0.2368	-13.463142	-0.000024	-7.646137	-0.690822	0.000078
1841	1.8400e+00	-0.2325	-13.441804	0.000021	6.531076	0.590077	0.000067
1842	1.8410e+00	-0.2292	-13.394183	0.000046	14.575449	1.316879	0.000150
1843	1.8420e+00	-0.2262	-13.360354	0.000033	10.354144	0.935488	0.000106
1844	1.8430e+00	-0.2245	-13.333291	0.000026	8.283315	0.748390	0.000085
1845	1.8440e+00	-0.2208	-13.306488	0.000026	8.203668	0.741194	0.000084
1846	1.8450e+00	-0.2169	-13.273440	0.000032	10.115202	0.913900	0.000104
1847	1.8460e+00	-0.2135	-13.243514	0.000029	9.159435	0.827547	0.000094
1848	1.8470e+00	-0.2114	-13.215670	0.000027	8.522257	0.769978	0.000087
1849	1.8480e+00	-0.2048	-13.179499	0.000035	11.070970	1.000252	0.000114
1850	1.8490e+00	-0.2021	-13.146191	0.000032	10.194850	0.921096	0.000105
1851	1.8500e+00	-0.2035	-13.113403	-0.000032	-10.035555	-0.906703	0.000103
1852	1.8510e+00	-0.2002	-13.089202	0.000023	7.407195	0.669234	0.000076
1853	1.8520e+00	-0.1950	-13.059276	0.000029	9.159435	0.827547	0.000094
1854	1.8530e+00	-0.1922	-13.021804	0.000036	11.469206	1.036233	0.000118
1855	1.8540e+00	-0.1875	-12.989016	0.000032	10.035555	0.906703	0.000103
1856	1.8550e+00	-0.1852	-12.958570	0.000029	9.318730	0.841939	0.000096
1857	1.8560e+00	-0.1839	-12.918756	0.000038	12.186031	1.100997	0.000125
1858	1.8570e+00	-0.1842	-12.878682	-0.000039	-12.265678	-1.108193	0.000126
1859	1.8580e+00	-0.1804	-12.846674	0.000031	9.796613	0.885115	0.000101
1860	1.8590e+00	-0.1748	-12.817269	0.000028	9.000141	0.813155	0.000092
1861	1.8600e+00	-0.1714	-12.777976	0.000038	12.026737	1.086605	0.000123
1862	1.8610e+00	-0.1687	-12.747530	0.000029	9.318730	0.841939	0.000096
1863	1.8620e+00	-0.1642	-12.711619	0.000035	10.991322	0.993056	0.000113
1864	1.8630e+00	-0.1613	-12.675188	0.000035	11.150617	1.007448	0.000114
1865	1.8640e+00	-0.1582	-12.639277	0.000035	10.991322	0.993056	0.000113
1866	1.8650e+00	-0.1568	-12.610913	0.000027	8.681552	0.784370	0.000089
1867	1.8660e+00	-0.1559	-12.575002	0.000035	10.991322	0.993056	0.000113
1868	1.8670e+00	-0.1505	-12.538571	0.000035	11.150617	1.007448	0.000114
1869	1.8680e+00	-0.1488	-12.503961	0.000033	10.593086	0.957076	0.000109
1870	1.8690e+00	-0.1443	-12.468571	0.000034	10.832028	0.978664	0.000111
1871	1.8700e+00	-0.1398	-12.419909	0.000047	14.894038	1.345663	0.000153
1872	1.8710e+00	-0.1373	-12.382958	0.000036	11.309911	1.021840	0.000116
1873	1.8720e+00	-0.1328	-12.342103	0.000039	12.504620	1.129781	0.000128
1874	1.8730e+00	-0.1328	-12.300467	-0.000040	-12.743562	-1.151370	0.000131
1875	1.8740e+00	-0.1310	-12.264816	0.000034	10.911675	0.985860	0.000112
1876	1.8750e+00	-0.1286	-12.228906	0.000035	10.991322	0.993056	0.000113
1877	1.8760e+00	-0.1234	-12.196118	0.000032	10.035555	0.906703	0.000103
1878	1.8770e+00	-0.1235	-12.152921	-0.000042	-13.221446	-1.194546	0.000136
1879	1.8780e+00	-0.1162	-12.114928	0.000037	11.628500	1.050625	0.000119
1880	1.8790e+00	-0.1170	-12.076936	-0.000037	-11.628500	-1.050625	0.000119
1881	1.8800e+00	-0.1137	-12.033999	0.000041	13.141798	1.187350	0.000135
1882	1.8810e+00	-0.1091	-11.993144	0.000039	12.504620	1.129781	0.000128
1883	1.8820e+00	-0.1064	-11.954891	0.000037	11.708148	1.057821	0.000120
1884	1.8830e+00	-0.1015	-11.920021	0.000034	10.672733	0.964272	0.000110
1885	1.8840e+00	-0.0952	-11.878646	0.000040	12.663915	1.144173	0.000130
1886	1.8850e+00	-0.0975	-11.832326	-0.000045	-14.177213	-1.280899	0.000146
1887	1.8860e+00	-0.0946	-11.792252	0.000039	12.265678	1.108193	0.000126
1888	1.8870e+00	-0.0884	-11.754780	0.000036	11.469206	1.036233	0.000118
1889	1.8880e+00	-0.0871	-11.714706	0.000039	12.265678	1.108193	0.000126
1890	1.8890e+00	-0.0854	-11.678275	0.000035	11.150617	1.007448	0.000114
1891	1.8900e+00	-0.0838	-11.639241	0.000038	11.947089	1.079409	0.000123
1892	1.8910e+00	-0.0774	-11.603070	0.000035	11.070970	1.000252	0.000114
1893	1.8920e+00	-0.0755	-11.563777	0.000038	12.026737	1.086605	0.000123
1894	1.8930e+00	-0.0722	-11.521620	0.000041	12.902857	1.165762	0.000132
1895	1.8940e+00	-0.0686	-11.482327	0.000038	12.026737	1.086605	0.000123
1896	1.8950e+00	-0.0671	-11.445375	0.000036	11.309911	1.021840	0.000116
1897	1.8960e+00	-0.0625	-11.410245	0.000034	10.752380	0.971468	0.000110
1898	1.8970e+00	-0.0611	-11.376156	0.000033	10.433791	0.942684	0.000107
1899	1.8980e+00	-0.0603	-11.335821	0.000039	12.345326	1.115389	0.000127
1900	1.8990e+00	-0.0568	-11.296007	0.000038	12.186031	1.100997	0.000125
1901	1.9000e+00	-0.0518	-11.249427	0.000045	14.256860	1.288095	0.000146
1902	1.9010e+00	-0.0465	-11.206231	0.000042	13.221446	1.194546	0.000136
1903	1.9020e+00	-0.0469	-11.168758	-0.000036	-11.469206	-1.036233	0.000118
1904	1.9030e+00	-0.0475	-11.126863	-0.000040	-12.823209	-1.158566	0.000132
1905	1.9040e+00	-0.0378	-11.091472	0.000034	10.832028	0.978664	0.000111
1906	1.9050e+00	-0.0389	-11.056082	-0.000034	-10.832028	-0.978664	0.000111
1907	1.9060e+00	-0.0377	-11.021212	0.000034	10.672733	0.964272	0.000110
1908	1.9070e+00	-0.0333	-10.979837	0.000040	12.663915	1.144173	0.000130
1909	1.9080e+00	-0.0258	-10.937160	0.000041	13.062151	1.180154	0.000134
1910	1.9090e+00	-0.0253	-10.899688	0.000036	11.469206	1.036233	0.000118
1911	1.9100e+00	-0.0220	-10.861956	0.000036	11.548853	1.043429	0.000119
1912	1.9110e+00	-0.0184	-10.821101	0.000039	12.504620	1.129781	0.000128
1913	1.9120e+00	-0.0159	-10.783629	0.000036	11.469206	1.036233	0.000118
1914	1.9130e+00	-0.0116	-10.742253	0.000040	12.663915	1.144173	0.000130
1915	1.9140e+00	-0.0107	-10.701659	0.000039	12.424973	1.122585	0.000128
1916	1.9150e+00	-0.0047	-10.662625	0.000038	11.947089	1.079409	0.000123
1917	1.9160e+00	-0.0039	-10.617607	0.000043	13.778976	1.244918	0.000141
1918	1.9170e+00	-0.0025	-10.578573	0.000038	11.947089	1.079409	0.000123
1919	1.9180e+00	0.0021	-10.540841	0.000036	11.548853	1.043429	0.000119
1920	1.9190e+00	0.0023	-10.503109	0.000036	11.548853	1.043429	0.000119
1921	1.9200e+00	0.0064	-10.467198	0.000035	10.991322	0.993056	0.000113
1922	1.9210e+00	0.0098	-10.430767	0.000035	11.150617	1.007448	0.000114
1923	1.9220e+00	0.0122	-10.384187	0.000045	14.256860	1.288095	0.000146
1924	1.9230e+00	0.0176	-10.346455	0.000036	11.548853	1.043429	0.000119
1925	1.9240e+00	0.0175	-10.311585	-0.000034	-10.672733	-0.964272	0.000110
1926	1.9250e+00	0.0231	-10.273592	0.000037	11.628500	1.050625	0.000119
1927	1.9260e+00	0.0251	-10.229094	0.000043	13.619682	1.230526	0.000140
1928	1.9270e+00	0.0291	-10.187719	0.000040	12.663915	1.144173	0.000130
1929	1.9280e+00	0.0347	-10.149466	0.000037	11.708148	1.057821	0.000120
1930	1.9290e+00	0.0346	-10.101065	-0.000047	-14.814391	-1.338467	0.000152
1931	1.9300e+00	0.0378	-10.056567	0.000043	13.619682	1.230526	0.000140
1932	1.9310e+00	0.0383	-10.008425	0.000046	14.734744	1.331271	0.000151
1933	1.9320e+00	0.0439	-9.969652	0.000037	11.867442	1.072213	0.000122
1934	1.9330e+00	0.0468	-9.929578	0.000039	12.265678	1.108193	0.000126
1935	1.9340e+00	0.0476	-9.886381	0.000042	13.221446	1.194546	0.000136
1936	1.9350e+00	0.0526	-9.842403	0.000042	13.460387	1.216134	0.000138
1937	1.9360e+00	0.0552	-9.801548	0.000039	12.504620	1.129781	0.000128
1938	1.9370e+00	0.0565	-9.744560	0.000055	17.442751	1.575937	0.000179
1939	1.9380e+00	0.0607	-9.692775	0.000050	15.849805	1.432016	0.000163
1940	1.9390e+00	0.0647	-9.654783	0.000037	11.628500	1.050625	0.000119
1941	1.9400e+00	0.0681	-9.606642	0.000046	14.734744	1.331271	0.000151
1942	1.9410e+00	0.0721	-9.556158	0.000049	15.451569	1.396036	0.000159
1943	1.9420e+00	0.0757	-9.501772	0.000052	16.646278	1.503976	0.000171
1944	1.9430e+00	0.0725	-9.450508	-0.000049	-15.690511	-1.417624	0.000161
1945	1.9440e+00	0.0793	-9.396121	0.000052	16.646278	1.503976	0.000171
1946	1.9450e+00	0.0809	-9.336791	0.000057	18.159576	1.640702	0.000186
1947	1.9460e+00	0.0850	-9.282664	0.000052	16.566631	1.496780	0.000170
1948	1.9470e+00	0.0877	-9.229579	0.000051	16.248042	1.467996	0.000167
1949	1.9480e+00	0.0901	-9.183519	0.000044	14.097566	1.273703	0.000145
1950	1.9490e+00	0.0941	-9.124449	0.000057	18.079929	1.633506	0.000186
1951	1.9500e+00	0.0962	-9.068761	0.000054	17.044514	1.539957	0.000175
1952	1.9510e+00	0.0986	-9.009951	0.000057	18.000281	1.626309	0.000185
1953	1.9520e+00	0.1044	-8.941512	0.000066	20.947230	1.892564	0.000215
1954	1.9530e+00	0.1062	-8.872814	0.000066	21.026877	1.899760	0.000216
1955	1.9540e+00	0.1118	-8.809840	0.000061	19.274638	1.741446	0.000198
1956	1.9550e+00	0.1128	-8.755193	0.000053	16.725925	1.511172	0.000172
1957	1.9560e+00	0.1149	-8.697163	0.000056	17.761340	1.604721	0.000182
1958	1.9570e+00	0.1148	-8.626903	-0.000068	-21.504761	-1.942936	0.000221
1959	1.9580e+00	0.1214	-8.564450	0.000060	19.115343	1.727054	0.000196
1960	1.9590e+00	0.1240	-8.488725	0.000073	23.177353	2.094053	0.000238
1961	1.9600e+00	0.1282	-8.410138	0.000076	24.053473	2.173210	0.000247
1962	1.9610e+00	0.1304	-8.335974	0.000071	22.699470	2.050877	0.000233
1963	1.9620e+00	0.1302	-8.268837	-0.000065	-20.548994	-1.856583	0.000211
1964	1.9630e+00	0.1369	-8.195974	0.000070	22.301234	2.014897	0.000229
1965	1.9640e+00	0.1389	-8.127536	0.000066	20.947230	1.892564	0.000215
1966	1.9650e+00	0.1412	-8.055454	0.000069	22.062292	1.993308	0.000226
1967	1.9660e+00	0.1474	-7.965417	0.000087	27.557953	2.489837	0.000283
1968	1.9670e+00	0.1469	-7.882406	-0.000080	-25.407477	-2.295543	0.000261
1969	1.9680e+00	0.1492	-7.799655	0.000080	25.327830	2.288347	0.000260
1970	1.9690e+00	0.1537	-7.718205	0.000078	24.929593	2.252367	0.000256
1971	1.9700e+00	0.1614	-7.644042	0.000071	22.699470	2.050877	0.000233
1972	1.9710e+00	0.1580	-7.563113	-0.000078	-24.770299	-2.237975	0.000254
1973	1.9720e+00	0.1637	-7.484265	0.000076	24.133121	2.180406	0.000248
1974	1.9730e+00	0.1662	-7.389284	0.000091	29.071251	2.626562	0.000298
1975	1.9740e+00	0.1733	-7.290920	0.000095	30.106665	2.720110	0.000309
1976	1.9750e+00	0.1720	-7.185009	-0.000102	-32.416436	-2.928796	0.000333
1977	1.9760e+00	0.1761	-7.087426	0.000094	29.867724	2.698522	0.000307
1978	1.9770e+00	0.1785	-6.998950	0.000085	27.080069	2.446660	0.000278
1979	1.9780e+00	0.1816	-6.911255	0.000084	26.841128	2.425072	0.000275
1980	1.9790e+00	0.1851	-6.825121	0.000083	26.363244	2.381896	0.000271
1981	1.9800e+00	0.1879	-6.733002	0.000089	28.195131	2.547405	0.000289
1982	1.9810e+00	0.1904	-6.628393	0.000101	32.018200	2.892816	0.000329
1983	1.9820e+00	0.1939	-6.507910	0.000116	36.876683	3.331776	0.000378
1984	1.9830e+00	0.1968	-6.395754	0.000108	34.327970	3.101502	0.000352
1985	1.9840e+00	0.1966	-6.294267	-0.000098	-31.062433	-2.806463	0.000319
1986	1.9850e+00	0.2025	-6.190438	0.000100	31.779258	2.871228	0.000326
1987	1.9860e+00	0.2077	-6.092854	0.000094	29.867724	2.698522	0.000307
1988	1.9870e+00	0.2065	-5.987204	-0.000102	-32.336789	-2.921600	0.000332
1989	1.9880e+00	0.2115	-5.871665	0.000111	35.363385	3.195050	0.000363
1990	1.9890e+00	0.2153	-5.734528	0.000132	41.974108	3.792323	0.000431
1991	1.9900e+00	0.2137	-5.610922	-0.000119	-37.832450	-3.418128	0.000388
1992	1.9910e+00	0.2177	-5.497985	0.000109	34.566912	3.123090	0.000355
1993	1.9920e+00	0.2246	-5.385309	0.000108	34.487265	3.115894	0.000354
1994	1.9930e+00	0.2251	-5.282521	0.000099	31.460669	2.842444	0.000323
1995	1.9940e+00	0.2294	-5.171146	0.000107	34.089029	3.079913	0.000350
1996	1.9950e+00	0.2296	-5.059250	0.000108	34.248323	3.094306	0.000352
1997	1.9960e+00	0.2359	-4.913525	0.000140	44.602467	4.029793	0.000458
1998	1.9970e+00	0.2367	-4.773525	0.000135	42.850227	3.871480	0.000440
1999	1.9980e+00	0.2404	-4.655384	0.000114	36.159857	3.267011	0.000371
2000	1.9990e+00	0.2444	-4.535422	0.000115	36.717388	3.317383	0.000377
2001	2.0000e+00	0.2508	-4.416500	0.000115	36.717388	3.317383	0.000374

Center data before PMax,+/-Pr and +/-Vc Calc.

PMax (uC/cm2):	1.52e+01
Pr (uC/cm2):	-9.00e+00
-Pr (uC/cm2):	-4.42e+00
PLoss (uC/cm2):	7.79e-01
Vc:	3.61e-01
-Vc:	1.97e-01
C (Max-Eff) (nF):	4.78e-02
K (Eff):	1.37e+03
Vert. (+/-Pr) Shift (uC/cm2):	-6.71e+00
Horiz. Shift (+/-Vc):	2.79e-01
Offset (uC/cm2):	3.70e+00

A (Loop Area - uC/cm2·Volts):	4.19e+00



Hysteresis Version: 5.51.0 - Radiant Technologies, Inc., 1999 - 6/16/25

